"product","category","brand","description","cost_price","sale_price","image_url","date","country","customer_type","discount_band","discount","units_sold","revenue","total_cost","month","month_name","year","discount_revenue"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-02-01","United States of America","Small Business"," Low ",6,28,"3892.00","2716.00","2","February","2023","3658"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-02-01","Germany","Creator"," Low ",6,26,"5174.00","4524.00","2","February","2022","4864"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-02-01","Mexico","Small Business"," Low ",6,3,"597.00","522.00","2","February","2022","561"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-02-01","United States of America","Enterprise"," Low ",6,23,"5267.00","3680.00","2","February","2022","4951"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-02-01","Germany","Creator"," Low ",6,10,"1690.00","1180.00","2","February","2022","1589"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-02-01","United States of America","Enterprise"," Low ",6,28,"5572.00","2520.00","2","February","2022","5238"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-02-01","Mexico","Government"," Low ",6,19,"2831.00","1976.00","2","February","2023","2661"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-02-01","United States of America","Education"," Low ",6,26,"3874.00","2704.00","2","February","2022","3642"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-02-01","Mexico","Enterprise"," Low ",6,25,"4225.00","2950.00","2","February","2022","3972"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-02-01","Germany","Government"," Low ",6,16,"3184.00","1440.00","2","February","2022","2993"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-02-01","Germany","Enterprise"," Low ",6,10,"1990.00","900.00","2","February","2022","1871"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-02-01","Mexico","Enterprise"," Low ",6,19,"3781.00","1710.00","2","February","2022","3554"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-02-01","Germany","Small Business"," Low ",6,20,"2780.00","1940.00","2","February","2022","2613"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-02-01","Germany","Government"," Low ",6,16,"2384.00","1664.00","2","February","2022","2241"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-02-01","Germany","Education"," Low ",6,21,"3549.00","2478.00","2","February","2022","3336"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-02-01","Germany","Education"," Low ",6,10,"1390.00","970.00","2","February","2022","1307"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-02-01","Canada","Government"," Low ",6,17,"3383.00","2958.00","2","February","2022","3180"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-01-01","Germany","Creator"," Low ",6,25,"3475.00","2425.00","1","January","2023","3267"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-01-01","France","Small Business"," Low ",6,24,"4056.00","2832.00","1","January","2023","3813"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-01-01","France","Government"," Low ",6,40,"6760.00","4720.00","1","January","2023","6354"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-01-01","Canada","Government"," Low ",6,43,"7267.00","5074.00","1","January","2023","6831"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-01-01","United States of America","Government"," Low ",6,25,"3475.00","2425.00","1","January","2022","3267"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-01-01","Canada","Government"," Low ",6,1,"199.00","90.00","1","January","2022","187"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-01-01","United States of America","Government"," Low ",6,17,"3383.00","1530.00","1","January","2022","3180"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-01-01","Mexico","Government"," Low ",6,26,"4394.00","3068.00","1","January","2022","4130"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-01-01","Germany","Government"," Low ",6,16,"3664.00","2560.00","1","January","2022","3444"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-01-01","United States of America","Creator"," Low ",6,28,"4172.00","2912.00","1","January","2022","3922"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-01-01","United States of America","Enterprise"," Low ",6,2,"398.00","348.00","1","January","2022","374"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-01-01","United States of America","Small Business"," Low ",6,23,"5267.00","3680.00","1","January","2022","4951"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-01-01","France","Government"," Low ",6,40,"6760.00","4720.00","1","January","2023","6354"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-01-01","France","Small Business"," Low ",6,24,"4056.00","2832.00","1","January","2023","3813"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-01-01","Germany","Creator"," Low ",6,25,"3475.00","2425.00","1","January","2023","3267"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-01-01","United States of America","Government"," Low ",6,25,"3475.00","2425.00","1","January","2022","3267"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-01-01","Canada","Government"," Low ",6,1,"199.00","90.00","1","January","2022","187"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-01-01","Canada","Government"," Low ",6,43,"7267.00","5074.00","1","January","2023","6831"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-01-01","United States of America","Government"," Low ",6,17,"3383.00","1530.00","1","January","2022","3180"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-01-01","Mexico","Government"," Low ",6,26,"4394.00","3068.00","1","January","2022","4130"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-01-01","Germany","Government"," Low ",6,16,"3664.00","2560.00","1","January","2022","3444"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-01-01","United States of America","Creator"," Low ",6,28,"4172.00","2912.00","1","January","2022","3922"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-01-01","United States of America","Small Business"," Low ",6,23,"5267.00","3680.00","1","January","2022","4951"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-01-01","United States of America","Enterprise"," Low ",6,2,"398.00","348.00","1","January","2022","374"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-07-01","France","Creator"," Low ",8,0,"0.00","0.00","7","July","2022","0"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-07-01","United States of America","Government"," Low ",8,35,"5915.00","4130.00","7","July","2023","5442"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-07-01","Canada","Government"," Low ",8,7,"1393.00","630.00","7","July","2022","1282"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-07-01","France","Education"," Low ",8,17,"2533.00","1768.00","7","July","2022","2330"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-07-01","France","Government"," Low ",8,9,"1791.00","1566.00","7","July","2022","1648"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-07-01","Mexico","Enterprise"," Low ",8,5,"1145.00","800.00","7","July","2022","1053"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-07-01","France","Government"," Low ",8,14,"3206.00","2240.00","7","July","2023","2950"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-07-01","United States of America","Government"," Low ",8,25,"4975.00","4350.00","7","July","2023","4577"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-07-01","Mexico","Enterprise"," Low ",8,18,"3042.00","2124.00","7","July","2023","2799"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-07-01","United States of America","Creator"," Low ",8,14,"2366.00","1652.00","7","July","2023","2177"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-07-01","Mexico","Enterprise"," Low ",8,18,"3042.00","2124.00","7","July","2023","2799"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-07-01","United States of America","Creator"," Low ",8,14,"2366.00","1652.00","7","July","2023","2177"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-07-01","France","Creator"," Low ",8,0,"0.00","0.00","7","July","2022","0"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-07-01","France","Enterprise"," Low ",8,30,"5070.00","3540.00","7","July","2023","4664"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-07-01","France","Enterprise"," Low ",8,30,"5070.00","3540.00","7","July","2023","4664"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-07-01","United States of America","Government"," Low ",8,35,"5915.00","4130.00","7","July","2023","5442"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-07-01","Canada","Government"," Low ",8,7,"1393.00","630.00","7","July","2022","1282"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-07-01","France","Government"," Low ",8,14,"3206.00","2240.00","7","July","2023","2950"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-07-01","United States of America","Government"," Low ",8,25,"4975.00","4350.00","7","July","2023","4577"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-07-01","France","Education"," Low ",8,17,"2533.00","1768.00","7","July","2022","2330"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-07-01","France","Government"," Low ",8,9,"1791.00","1566.00","7","July","2022","1648"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-07-01","Mexico","Enterprise"," Low ",8,5,"1145.00","800.00","7","July","2022","1053"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-06-01","Mexico","Education"," Low ",6,24,"3336.00","2328.00","6","June","2022","3136"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-06-01","United States of America","Education"," Low ",6,1,"149.00","104.00","6","June","2022","140"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-06-01","United States of America","Education"," Low ",6,25,"4225.00","2950.00","6","June","2022","3972"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-06-01","Canada","Government"," Low ",6,19,"4351.00","3040.00","6","June","2022","4090"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-06-01","Canada","Government"," Low ",6,30,"5970.00","5220.00","6","June","2022","5612"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-06-01","Germany","Education"," Low ",6,23,"3197.00","2231.00","6","June","2022","3005"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-06-01","Germany","Education"," Low ",6,23,"3887.00","2714.00","6","June","2022","3654"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-06-01","Germany","Government"," Low ",6,25,"3725.00","2600.00","6","June","2022","3502"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-06-01","Germany","Small Business"," Low ",6,12,"1668.00","1164.00","6","June","2022","1568"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-06-01","Mexico","Enterprise"," Low ",6,30,"5970.00","2700.00","6","June","2022","5612"
